analysis,complexity,precision,samples,time,max_belief
AI,1,1,250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,1000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,1250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,1500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,1750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,2000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,2250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,2500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,2750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,3000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,3250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,3500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,3750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,4000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,4250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,4500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,4750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,5000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,5250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,5500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,5750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,6000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,6250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,6500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,6750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,7000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,7250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,7500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,7750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,8000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,8250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,8500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,8750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,9000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,9250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,9500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,9750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,10000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,10250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,10500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,10750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,11000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,11250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,11500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,11750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,12000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,12250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,12500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,12750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,13000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,13250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,13500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,13750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,14000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,14250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,14500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,14750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,15000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,15250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,15500,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,15750,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,16000,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,16250,1.11992692947387695312500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
