analysis,complexity,precision,samples,time,max_belief
AI,1,1,250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,750,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,1000,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,1250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,1500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,1750,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,2000,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,2250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,2500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,2750,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,3000,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,3250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,3500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,3750,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,4000,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,4250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,4500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,4750,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,5000,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,5250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,5500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,5750,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,6000,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,6250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,6500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,6750,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,7000,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,7250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,7500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,7750,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,8000,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,8250,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
AI,1,1,8500,0.99433088302612304687500000000000000000000000000000,0.00076863950807071483757593188812506923568435013294
